Type,Country,Activity,Sex ,Age,Fatal (Y/N),Species 
Provoked,AUSTRALIA,Shark fishing,M,27,N,White shark
Boat,SOUTH AFRICA,Fishing,M,27,N,White shark (tooth fragments recovered)
Unprovoked,USA,Treading water,M,42,N,"1.2 m [4'], possibly  larger shark"
Unprovoked,GUAM,"Spearfishing, carrying fish on belt",M,44,N,1.2 m [4'] shark
Unprovoked,AUSTRALIA,"Wading, fishing for flounder",M,30,N,Two 2.1 m [7'] sharks
Unprovoked,NEW ZEALAND,Spearfishing,M,22,N,"Bronze whaler shark,4 m [13'] "
Unprovoked,PAPUA NEW GUINEA,Spearfishing,M,26,Y,"Tiger shark, 3.4 m [11'] captured"
Provoked,AUSTRALIA,Shark fishing,M,27,N,"Tiger shark, 14' "
Provoked,AUSTRALIA,Spearfishing,M,20,N,"Grey nurse shark, 2.9 m [9'6""] "
Unprovoked,PAPUA NEW GUINEA,other,M,27,N,"3.5 m [11'6""] shark captured"
Boat,AUSTRALIA,other,M,27,N,Blue pointer
Unprovoked,AUSTRALIA,Free diving,M,13,Y,Bull shark
Provoked,AUSTRALIA,"Fishing, lifting shark out of craypot",M,27,N,Wobbegong shark
Boat,AUSTRALIA,Setting crayfish pots,M,27,N,4.9 m [16'] shark
Unprovoked,NICARAGUA ,Bathing,M,27,N,3.7 m to 4.6 m [12' to 15'] shark
Unprovoked,SRI LANKA,Spearfishing,M,27,N,Blacktail reef shark
Unprovoked,SRI LANKA,Collecting ornamental fish,M,27,N,Blacktip reef shark
Unprovoked,SOUTH AFRICA,Wading,F,27,N,2.1 m [7'] shark
Boat,AUSTRALIA,Paddling,M,27,N,3.7 m [12'] tiger shark
Boat,AUSTRALIA,Fishing,M,50,N,2.4 m  [8'] shark
Provoked,AUSTRALIA,"Spearfishing, Smith  & Walker touched shark with tip of their guns",M,17,N,2.7 m [9']  shark
Boat,NEW ZEALAND,Fishing for snapper,M,27,N,"Mako shark, 4.3 m [14']"
Unprovoked,AUSTRALIA,Body surfing,M,19,N,3.5 m [11.5'] shark
Unprovoked,AUSTRALIA,Standing in chest-deep water,M,17,N,"""a small shark"""
Unprovoked,AUSTRALIA,Trailing the field in a surf race,M,19,N,3 m to 4.3 m [10' to 14'] shark
Boat,SOUTH AFRICA,Fishing for tunny,M,27,N,"Thresher shark, 3.7 m [12'] "
Provoked,AUSTRALIA,Shark fishing,M,27,N,6 m [20'] shark
Unprovoked,USA,Swimming at surface through school of feeding 2.5' to 5 sharks,M,21,N,"Blue shark, 1.5 m [5'] "
Provoked,AUSTRALIA,"Spearfishing, shot shark, hauled it onto boat",M,27,N,"Carpet shark, 1.5 m [5']"
Unprovoked,USA,Diving for abalone,M,30,N,"White shark, 5 m [16.5'], identified by Dr. W. I. Follett on tooth marks"
Unprovoked,FIJI,Dived overboard to retrieve dinghy,M,27,Y,4.3 m [14'] shark
Unprovoked,FIJI,Spearfishing,M,36,N,"Tiger shark, 1.8 m [6']"
Sea Disaster,USA,"Adrift, hanging onto cushion, after his 17' skiff ran out of gas & capsized 3 miles from shore",M,30,N,"A hammerhead shark, then 8 to 10 other sharks were said to be  involved"
Boat,USA,Gigging for flounder,M,27,UNKNOWN,"Said to involve white shark, but species identify questionable"
Boat,USA,Pulling hooked salmon to boat,M,27,N,"White shark, 3.5 m [11.5'], identified by W. I.  Follett on tooth fragments"
Unprovoked,INDIA,other,M,27,Y,6' shark
Boat,AZORES,Fishing,M,27,N,"White shark, based on 2 teeth retrieved from rudder"
Unprovoked,USA,Spearfishing on Scuba,M,26,Y,3.7 m [12'] shark
Provoked,USA,Fishing,M,27,N,5.5' shark
Provoked,USA,"Spearfishing with Joe Turner (24). Shark attracted to speared halibut on belt of one diver, tried to bite Ides speargun & he shot it in the mouth",M,32,N,"Hammerhead shark, 9' "
Provoked,CROATIA,Fishing,M,27,N,20 kg shark
Unprovoked,JAPAN,Swimming,M,13,Y,"Blue shark, 3 m [10']"
Provoked,USA,Pulling anchor,M,27,N,"White shark, 3 m to 5 m [10' to 15'] "
Unprovoked,USA,Spearfishing (but on surface),M,25,N,"Hammerhead shark, 1.8 m [6'] S. zygena identified by C. Limbaugh on description"
Unprovoked,JAPAN,other,M,22,Y,Blue shark?
Boat,USA,other,M,21,N,"Hammerhead shark, 2.4 m [8'] "
Boat,USA,Fishing,M,27,N,"Hammerhead shark, 3 m [10'] "
Provoked,USA,Dragging stranded shark ashore,M,27,N,"Blue shark, 1.8 m [6'] "
Provoked,USA,Free diving,M,13,N,"Nurse shark, 60 cm [24""], identified by Dr. L.P. L. Schultz on photograph"
Boat,NORTH ATLANTIC OCEAN,other,M,27,N,"Oceanic whitetip shark,1.8 m [6'] "
Unprovoked,USA,Free diving for abalone,M,33,Y,"Reported to involve a White shark, 6 m to 7m [20' to 23'] "
Provoked,SOUTH AFRICA,Spearfishing,M,23,N,"White shark, 2.7 m [9'], 280-lb "
Unprovoked,USA,other,F,37,N,1.2 m [4'] shark
Unprovoked,USA,Treading water,M,18,Y,"White shark, 3 m [10']; identifed by Dr. W.I. Follett on tooth marks"
Unprovoked,USA,Spearfishing,M,19,N,"Tiger shark, 3.7 m [12']"
Unprovoked,AUSTRALIA,Diving for pearl shell,M,43,N,"Tiger shark, 1.8 m [6'] "
Boat,USA,"On boat, preparing to dive",M,27,N,Tiger shark 4.3 m [14'] 
Boat,AUSTRALIA,Fishing for snapper,M,27,N,"Mako shark, 2.4 m [8'], <300-lb, identified by Dr. L.P. L. Schultz on photograph"
Provoked,PAPUA NEW GUINEA,Fishing,M,27,N,3.7 m [12'] shark
Unprovoked,SOUTH AFRICA,Treading water,M,14,N,1.8 to 2.1 m [6' to 7'] shark
Unprovoked,AUSTRALIA,Working prawn net,M,20,N,"Grey nurse shark, 1.8 m [6']"
Unprovoked,ECUADOR,Washed overboard into school of fish,M,57,N,Bitten by several 1.8 m [6'] sharks
Unprovoked,AUSTRALIA,In deep water about 100 yards from his ship,M,22,Y,Said to involve 2 sharks: 5.2 m & 6 m [17' & 20'] 
Unprovoked,AUSTRALIA,"Surfing, but treading water",M,17,N,1.8 m [6'] shark
Unprovoked,SOUTH AFRICA,Swimming,M,18,N,"White shark, 1.8 m to 2.1 m [6' to 7']  according to Shreuder and a witness"
Unprovoked,NEW GUINEA,Dragging banana seeds through the shallows,M,27,N,1.4 m [4.5'] shark
Unprovoked,AUSTRALIA,Spearfishing / free diving,M,27,N,1.5 m [5'] shark
Unprovoked,SOUTH KOREA,Swimming,M,27,Y,White shark?
Unprovoked,INDIA,other,M,27,Y,1.5 m to 1.8 m [5' to 6'] sharks
Provoked,ATLANTIC OCEAN,Paddling & sailing from Buenos Aires to Miami,M,27,N,"Tiger shark, 12' ?"
Unprovoked,USA,Surfing on air mattress,M,15,Y,"Tiger shark, 4.6 m to 7.6 m [15' to 25'] "
Unprovoked,AMERICAN SAMOA,Cleaning hull of ship ,M,22,Y,Tiger shark
Unprovoked,AUSTRALIA,Swimming,M,21,Y,12' shark
Boat,USA,Fishing,M,27,N,White shark
Unprovoked,ANDAMAN / NICOBAR ISLANDAS,"""Climbing up to ship after repairing the stern in water""",M,32,Y,Blue shark
Unprovoked,BAHAMAS,Fishing,M,42,N,200-lb shark
Boat,MEXICO,Boat stopped to repair electric pump,M,27,N,"Hammerhead shark, 5.2 m [17'] "
Unprovoked,CROATIA,Swimming,F,27,N,3 m shark
Unprovoked,USA,"Swimming, ducking for shells in water 0.9 m deep",M,12,N,"Tiger shark, 1.5 m to 1.8 m [5' to 6'] "
Unprovoked,USA,"Swimming, ducking for shells in water 0.9 m deep",M,8,N,"Tiger shark, 1.5 m to 1.8 m [5' to 6'] "
Sea Disaster,PACIFIC OCEAN,U.S. Airforce C124 enroute from Hickham Air Base to Japan went down. The 3 survivors fashioned raft from mailbags  & were rescued 3 days after the crash.,M,27,Y,Sharks averaged 1.8 m [6'] in length
Sea Disaster,PACIFIC OCEAN,U.S. Airforce C124 enroute from Hickham Air Base to Japan went down. The 3 survivors fashioned raft from mailbags  & were rescued 3 days after the crash.,M,31,N,Sharks averaged 1.8 m [6'] in length
Provoked,USA,Free diving,M,20,N,"Nurse shark, 1.5 m [5']  identified by Dr. E. Clark on description of shark"
Unprovoked,BAHAMAS,"Spearfishing, had fish on his spear",M,36,N,"Tiger shark, <2 m TL"
Provoked,USA,Wading,M,59,N,"Nurse shark, 2.1 m [7']  identified by Dr. E. Clark on color & tooth impressions"
Unprovoked,USA,Walking,M,17,N,Tiger shark?
Provoked,USA,"Swimming, towing the shark",M,27,N,"Nurse shark, 1.1 m [3.5'] "
Provoked,USA,Free diving,M,29,N,"Nurse shark, 1.5 m [5'] "
Unprovoked,TAIWAN,Diving,M,29,N,"Mako shark, 100-kg [221-lb] "
Unprovoked,SOUTH AFRICA,Paddling in knee-deep water,F,28,Y,3 m [10'] shark
Unprovoked,SOUTH AFRICA,Swimming with goggles,M,29,Y,3 m [10'] shark
Provoked,USA,Spearfishing on Scuba,M,18,N,"Nurse shark, 1.5 m [5'] "
Unprovoked,AUSTRALIA,Body surfing,M,14,N,6' shark
Unprovoked,SOUTH AFRICA,Swimming,M,27,Y,White shark
Provoked,TONGA,Spearfishing,M,27,N,<1 m shark
Provoked,PANAMA,Skindiving,M,27,N,"18"" to 24"" shark"
Unprovoked,PAPUA NEW GUINEA,Spearfishing,M,27,Y,Several sharks involved
Boat,SOUTH AFRICA,Fishing (trolling),M,27,N,White shark
Unprovoked,SOUTH AFRICA,Standing,F,14,N,1.8 m [6'] shark
Unprovoked,SOUTH AFRICA,Floating,M,23,Y,>3 m [10'] shark
Unprovoked,MARSHALL ISLANDS,other,M,27,N,Identified as carcharinid shark (based on its behavior) by Dr. D.P. L. Schultz; mako shark according to Huges
Provoked,USA,Attempting to net shark in shark channel,M,27,N,"2.7 m [9'] bull shark, identified by Capt. W. Gray"
Provoked,USA,Spearfishing on Scuba,M,27,N,"Said to involve a 1 m  white shark, but thought  that it was more likely a blue shark"
Unprovoked,USA,Swimming,M,57,Y,White shark
Unprovoked,AUSTRALIA,Diving for trochus,M,36,N,9' shark
Unprovoked,AUSTRALIA,Competing in spearfishing championship & towing dead fish,M,28,N,4.6 m [15'] shark
Unprovoked,USA,Swimming,M,25,Y,White shark
Unprovoked,AUSTRALIA,Surfing,M,15,N,Wobbegong shark?
Provoked,USA,Standing,M,17,N,4 m [13'] shark
Unprovoked,AUSTRALIA,Swimming between  anchored  pearling luggers,M,22,N,Shark seen feeding on turtle scraps thrown overboard prior to incident.
Unprovoked,USA,Floating,M,27,N,1.2 m  [4'] shark
Unprovoked,USA,Skindiving for specimens,M,27,N,Said to involve a large mako shark
Unprovoked,USA,Bathing,M,27,N,1.5 m [5'] shark
Boat,CUBA,Fishing,M,27,N,3.7 m [12'] shark 
Unprovoked,USA,Helmet diving in Miami Seaquarium,M,27,N,Bull shark
Unprovoked,IRAN,other,M,27,N,Bull shark
Unprovoked,IRAN,other,M,27,N,Bull shark
Unprovoked,PAPUA NEW GUINEA,Spearfishing,M,19,Y,2.4 m [8'] tiger shark caught 40 hours later with shorts of the boy in its gut
Provoked,NEW ZEALAND,Fishing,M,70,N,"Mako shark, 125-lb "
Unprovoked,SOUTH AFRICA,Free diving for sinkers,M,29,N,"White shark, according to witnesses"
Unprovoked,PAPUA NEW GUINEA,"Spearfishing, holding 5' speared fish",M,27,N,3.7 m [12'] shark
Unprovoked,SENEGAL,"Skindiving, fish at belt",M,19,N,Lemon shark
Unprovoked,USA,Surf fishing,M,27,N,a sand shark
Unprovoked,USA,Climbing back on ship,M,27,Y,Blue shark
Unprovoked,MAYOTTE,Fishing,M,27,Y,Tiger shark
Unprovoked,ITALY,Scuba diving,M,27,N,"White shark, 13'10"", 1320-lb female "
Unprovoked,PAPUA NEW GUINEA,Fishing ,M,34,Y,4.3 m [14'] shark
Provoked,AUSTRALIA,Diving,M,27,N,"Wobbegong shark, 4' "
Unprovoked,USA,Swimming near pier,M,10,N,"White shark, 2.7 m [9'] "
Boat,MALTA,Fishing,M,27,N,Porbeagle or white shark
Unprovoked,PAPUA NEW GUINEA,Fishing,M,27,N,2.3 m [7'] shark
Provoked,USA,Fishing,M,38,N,8-lb shark
Unprovoked,MALTA,Swimming,M,40,Y,White shark
Unprovoked,AUSTRALIA,"Line fishing from Lakotoi, saw shoal of fish, dived overboard, had speared second fish & surfaced for air",M,27,N,2.3 m [7'] shark
Boating,SOUTH AFRICA,Fishing,M,27,N,White shark
Boating,ITALY,Boating,M,27,UNKNOWN,Said to involve a 7 m [23'] white shark
Unprovoked,AUSTRALIA,"Swimming, attacked at  surf carnival",M,26,Y,3.7 m [12'] shark & may have been another shark nearby
Unprovoked,AUSTRALIA,Diving into water,M,15,Y,1.8 m [6'] shark
Unprovoked,AUSTRALIA,Surf skiing,M,25,N,5' to 6' shark
Unprovoked,GREECE,Swimming off yacht,F,15,Y,White shark
Provoked,USA,Removing shark from net ,M,27,N,40-lb sand shark
Unprovoked,PAPUA NEW GUINEA,Swimming,M,8,N,Wobbegong shark
Provoked,AUSTRALIA,Spearfishing & lassoed shark,M,28,N,6' shark
Sea Disaster,NORTH PACIFIC OCEAN,"""Flying Tiger"" transport plane went down with 5 men onboard",M,27,Y,Survivors said 2 species of sharks were involved:  oceanic whitetip sharks and another species
Sea Disaster,NORTH PACIFIC OCEAN,"""Flying Tiger"" transport plane went down with 5 men onboard",M,27,N,"Survivors said 2 species of sharks were involved:  oceanic whitetip sharks and another species,"
Provoked,USA,Surfing,M,25,N,5' thresher or blue shark. The shark  was killed following the incident
Unprovoked,CROATIA,Swimming,F,32,Y,White shark
Unprovoked,AMERICAN SAMOA,Swimming,M,28,Y,Blue shark
Provoked,USA,Fishing,M,27,N,"""a small shark"""
Boating,AUSTRALIA,Fishing,M,27,N,Tooth fragments recovered from hull
Unprovoked,JAPAN,other,M,22,Y,Blue shark
Unprovoked,USA,Wading,M,13,N,0.7 m [2.5'] sand shark
Unprovoked,MONTENEGRO,Swimming,M,27,Y,"White shark, 6.5 m "
Unprovoked,YEMEN,Swimming,F,27,Y,2.4 m [8']  shark
Provoked,USA,Spearfishing,M,28,N,2 m [6.75'] shark
Unprovoked,PAPUA NEW GUINEA,Spearfishing or fishing,M,27,N,6' shark
Unprovoked,PAPUA NEW GUINEA,Spearfishing,M,27,N,6' shark
Unprovoked,PAPUA NEW GUINEA,Swimming with speared fish,M,27,N,"""small brown-colored shark"""
Unprovoked,USA,Scuba diving,M,27,N,"Leopard shark, 3' Triakis semifasciata, identified by J.W. DeWitt (1955)"
Unprovoked,USA,Spearfishing,M,19,N,"White shark, 5 m to 6 m [16.5' to 20] "
Unprovoked,AUSTRALIA,Swimming,M,25,Y,3.6 m  white shark  (or bronze whaler)
Boating,AUSTRALIA,Rowing toward snapper grounds,M,27,N,4 m [13'] shark x 6
Unprovoked,AUSTRALIA,Hunting lobsters in 2.4 m of water,M,13,Y,"Bronze whaler shark,3.7 m [12'] "
Provoked,CUBA,Fishing,M,27,N,"""a little shark"""
Unprovoked,COLUMBIA,Spearfishing,M,12,N,1.5 m [5'] shark
Unprovoked,USA,Spearfishing,M,27,N,"Blacktip reef shark, 1.5 m [5'] "
Provoked,UNITED KINGDOM,Fishing  (trawling),M,62,N,20' shark
Boating,CROATIA,Boating,M,27,UNKNOWN,"White shark, 5.5 m [18']"
Unprovoked,USA,Swimming,M,35,N,1.5 m [5'] shark
Unprovoked,AUSTRALIA,"Spearfishing, hunting crayfish",M,35,Y,9' shark
Provoked,CUBA,Spearfishing,M,27,N,"Nurse shark, 58"", 34-lb "
Provoked,CUBA,Spearfishing,M,27,N,"Nurse shark, 58"", 34-lb "
Unprovoked,USA,other,M,27,N,"Nurse shark, 2.5' "
Unprovoked,BERMUDA,Swimming,M,22,N,"2.4 m [8'] shark, possibly a dusky shark"
Unprovoked,AUSTRALIA,Pearl diving from lugger Whyalla,M,30,N,2.4 m [8']  shark
Unprovoked,ARGENTINA,Floating,M,18,N,White shark tooth fragment recovered from ankle & identified by Dr. W. I. Follett
Unprovoked,PAPUA NEW GUINEA,Crouching in the water,M,26,N,14' shark
Unprovoked,IRAN,other,M,27,Y,Bull shark suspected due to freshwater habitat
Unprovoked,MARTINIQUE,other,M,27,N,"Nurse shark, 1.8 m [6'] "
Unprovoked,USA,Fishing,M,27,N,a small shark'
Unprovoked,IRAN,other,F,27,Y,Bull shark suspected due to freshwater habitat
Unprovoked,IRAN,other,M,27,N,Bull shark suspected due to freshwater habitat
Unprovoked,SOUTH AFRICA,Swimming,F,27,N,Said to involve a >4 m [13'] shark
Unprovoked,AUSTRALIA,Surf skiing,M,27,N,3.7 [12'] shark
Unprovoked,USA,Surf fishing,M,15,N,80-lb sand shark
Unprovoked,USA,Crabbing,M,27,N,"Hammerhead shark, 1.5 m [5'] "
Unprovoked,USA,Spearfishing,M,15,Y,3 m [10'] shark seen in vicinity
Boating,CANADA,Fishing for lobsters,M,27,N,"White shark, 3.7 m [12'], 500 to 500-kg [1,200 lb], identified by W. C. Shroeder based on tooth fragment ebedded in gunwale"
Provoked,AUSTRALIA,Landing hooked shark in boat,M,27,N,"2 m [6'9""] shark "
Unprovoked,IRAN,other,M,27,N,"1.5 m [5'] shark, probable bull shark"
Unprovoked,IRAN,Swimming in midriver near sewage outlet & 400 m from a slaughterhouse,M,27,N,"1.5 m [5'] shark, probable bull shark"
Unprovoked,AUSTRALIA,Spearfishing,M,27,N,8' shark
Unprovoked,PAPUA NEW GUINEA,Went over side of boat at trochus ground,M,27,Y,Tiger shark
Unprovoked,AUSTRALIA,Spearfishing,M,25,N,Wobbegong shark
Unprovoked,AUSTRALIA,Spearfishing,M,27,N,Wobbegong shark
Boating,AUSTRALIA,Fishing,M,27,N,10' to 12' shark
Unprovoked,AUSTRALIA,Spearfishing,M,27,N,Wobbegong shark
Unprovoked,AUSTRALIA,"Fishing, setting nets",M,25,N,2.4 m [8'] shark
Provoked,ITALY,Fishing,M,17,N,200-lb shark
Unprovoked,USA,Body surfing & treading water,M,17,Y,"White shark,4.6 m [15'] "
Unprovoked,USA,Swimming from fishing boat setting nets,M,40,Y,>6.7 m [22']  shark
Provoked,ITALY,Fishing,M,19,Y,2m shark
Boating,USA,Fishing for trout ,M,27,N,"Hammerhead shark, 5' "
Provoked,USA,Fishing,M,4,N,a small shark'
Provoked,USA,Fishing,M,34,N,a small shark'
Unprovoked,USA,"Spearfishing, carrying fish on spear",M,27,N,"Tiger shark, 1.5 m [5'] "
Unprovoked,USA,Swimming on surface,M,27,N,"White shark, 2 m to 4 m [6'9"" to 13'] "
Unprovoked,AUSTRALIA,"Fishing, standing in water washing fish",M,27,N,"Carpet shark, 5' "
Unprovoked,INDIA,"Fishing, standing in water next to purse net",M,27,N,"""A 2' (0.6 m) brown shark"""
Boating,AUSTRALIA,Fishing for white sharks,M,27,N,"White shark, 15'3"", 2,333-lb "
Provoked,SUDAN,Spearfishing,M,27,N,"a ""small slim brown shark"""
Unprovoked,NETHERLANDS ANTILLES,Went to aid of child being menaced by the shark,M,27,N,"Bull shark, 2.7 m [9'] was captured & dragged on the sand where tissue taken from Eggink was found in its gut. Species identification  was made by S. Springer based on 4 photographs of the shark. "
Unprovoked,AUSTRALIA,Surfing,M,27,N,8' shark
Unprovoked,PAPUA NEW GUINEA,Spearfishing,M,27,Y,"""Attacked by a number of sharks"""
Provoked,AUSTRALIA,Spearfishing,M,18,N,"Wobbegong shark, 1.8 m [6'] "
Unprovoked,AUSTRALIA,Treading water,M,21,Y,2.4 m [8']  shark
Unprovoked,SOUTH AFRICA,Swimming,M,23,N,"White shark, 1.8 m [6'] "
Unprovoked,SOUTH AFRICA,Treading water,M,24,N,"White shark, 2.4 m [8'] "
Unprovoked,GREECE,Swimming,M,18,N,White shark
Unprovoked,GREECE,Swimming,F,16,Y,White shark
Unprovoked,PACIFIC OCEAN,Fell overboard,M,40,N,2.1 m [7'] shark
Provoked,AUSTRALIA,Fell off surf ski,M,23,N,"Wobbegong shark, 4'"
Unprovoked,AUSTRALIA,"Fishing, casting in the surf",M,27,N,5.5 m [18'] shark
Unprovoked,SOUTH AFRICA,Body surfing,M,31,N,136-kg [300-lb] shark
Unprovoked,AUSTRALIA,Swimming,M,14,N,1.2 m [4'] shark
Unprovoked,AUSTRALIA,Paddling a surfboat,M,19,N,"Nurse shark, 10' "
Unprovoked,AUSTRALIA,Swimming,M,27,N,"Wobbegong shark, 6'"
Provoked,AUSTRALIA,Diving ,M,17,N,2' shark
Unprovoked,AUSTRALIA,Body surfing,M,21,N,"White shark, 3m, seen in area and hooked 3 days later"
Boating,AUSTRALIA,Paddling a canoe,M,18,N,10' shark
Unprovoked,USA,Body surfing / treading water,M,31,N,White shark
Unprovoked,AUSTRALIA,Fishing,M,25,N,4' shark
Provoked,EL SALVADOR,Jerked overboard while pole fishing for tuna,M,27,N,"1,100-lb shark"
Boating,AUSTRALIA,Fishing,M,27,N,17' white shark
Unprovoked,USA,Swimming,M,11,N,Hammerhead shark
Unprovoked,USA,"Goggle-diving for seaweeds, but standing in water",M,21,N,0.7 m [2.5'] shark
Unprovoked,USA,Swimming ,M,16,N,"""sand shark"""
Boating,ITALY,Fishing on a boat,M,27,N,"unknown, possibly a white shark"
Unprovoked,SOUTH AFRICA,"Fishing, sitting in stern of small boat, feet dangling in the water",M,27,N,2.13 m shark
Unprovoked,SOUTH AFRICA,Wading,M,27,N,1.5 m to 1.8 m [5' to 6'] spear-eye shark 
Unprovoked,AUSTRALIA,Spearfishing,M,27,N,small carpet shark
Unprovoked,SOUTH AFRICA,Body surfing,M,14,Y,"White shark, 3.7 m [12']  according to witnesses"
Boating,AUSTRALIA,Sitting on side of dinghy mending a net,M,27,N,"White shark, 3.6 m,  420 kg male"
Unprovoked,SRI LANKA,Shark fishing,M,27,N,Possibly a lemon shark
Unprovoked,SRI LANKA,Spearfishing,M,27,N,Whtietip reef shark
Unprovoked,INDONESIA,Bending over,M,7,Y,"Tiger shark, 3.7 m to 4.3 m  [12' to 14']"
Unprovoked,PANAMA,Bathing ,M,27,N,2.7 m [9'] shark with black-tipped pectoral fins
Sea Disaster,USA,"Sea Disaster, sinking of the motorship Wingate",M,27,Y,Shark involvement not confirmed
Unprovoked,AUSTRALIA,Lying on the bottom of a 16' dinghy,M,35,N,"Grey nurse shark, 2.6 m [8.5']  "
Unprovoked,AUSTRALIA,Free diving or wading back to shore,M,36,N,6' shark
Provoked,USA,Fishing,M,16,N,"Bonita sharkk, 200-lb"
Unprovoked,AUSTRALIA,Bathing,F,22,N,"Whaler shark, 2.7 m [9'], 350- to 450-lb  identified by G.P. Whitley"
Provoked,AUSTRALIA,Fishing,M,27,N,3' shark
Unprovoked,AUSTRALIA,Bathing in water 0.9 m deep,M,13,Y,"3.3 m [10'9""] shark"
Unprovoked,AUSTRALIA,Lifesaving exhibition,M,20,Y,"White shark, 3.6 m [11'9""] "
Boating,ITALY,"Fishing, on a boat",M,27,N,White shark
Unprovoked,AUSTRALIA,Swimming,M,17,Y,His hand was found in a 2.4 m [8'] tiger shark caught 1/5/1949
Unprovoked,GREECE,Swimming,M,17,Y,Said to be 6.4 m [21'] shark
Provoked,BAHAMAS,Spearing a shark,M,41,N,"Lemon shark, 4'"
Provoked,PAPUA NEW GUINEA,Spearfishing,M,30,N,"""grey shark"""
Unprovoked,AUSTRALIA,Swimming,M,16,Y,3.7 m [12'] shark
Unprovoked,AUSTRALIA,Surf skiing,M,27,N,6' shark
Provoked,USA,Underwater photography,M,48,N,Nurse shark
Unprovoked,AUSTRALIA,Fishing,M,9,N,Grey nurse shark
Unprovoked,SENEGAL,Fishing / diving,M,27,Y,Tiger shark
Boating,AUSTRALIA,Fishing,M,27,N,5.5 m [18'] shark
Unprovoked,USA,Swimming,M,20,Y,Possibly C. leucas
Provoked,USA,Fishing,M,46,N,a small shark
Unprovoked,AUSTRALIA,Diving,M,27,N,"Most likely, a small shark"
Boating,AUSTRALIA,Fishing,M,27,N,"Tiger shark, 14' "
Unprovoked,SOUTH AFRICA,Treading water,M,21,N,"1.5 m, 45-kg shark"
Unprovoked,SOUTH AFRICA,Treading water,M,22,N,"Blacktip shark, 2 m [6.75'] "
Provoked,BAHAMAS,Attempting to ride a shark,M,27,N,5' shark
Boating,AUSTRALIA,Rowing,M,17,N,"4.5  m [14'9""] shark"
Unprovoked,SOUTH AFRICA,Treading water,M,18,N,>1.6 m shark
Boating,AUSTRALIA,other,M,27,N,7' shark
Unprovoked,AUSTRALIA,Swimming after a tennis ball,M,30,Y,4.3 m [14'] shark
Unprovoked,IRAN,Swimming ,M,12,N,Possibly C. leucas
Boating,AUSTRALIA,Fishing,M,27,N,6 m [20']  shark
Unprovoked,AUSTRALIA,Standing,M,18,N,"White shark, 4.2 m [13'9""] "
Unprovoked,AUSTRALIA,other,M,12,N,small shark
Unprovoked,SOUTH AFRICA,Jumping in swells,M,18,N,1.5 m [5'] shark
Unprovoked,SOUTH AFRICA,Walking,M,37,N,Thought to involve a Zambesi shark
Unprovoked,IRAQ,Swimming,M,15,N,Bull shark
Sea Disaster,PHILIPPINES,Swimming near life raft,M,19,N,9' shark
Provoked,USA,Fishing for mackerel,M,27,N,"Tiger shark, 4.5 to 5.5 m [14'9"" to 18'], 2000-lb  "
Unprovoked,SOUTH AFRICA,Swimming,M,17,Y,"White shark, according to witnesses"
Unprovoked,USA,Bathing,F,15,N,1.8 m [6'] blacktip shark or spinner shark
Unprovoked,SAMOA,other,M,27,N,5' shark
Unprovoked,PANAMA,Washed overboard by swell,M,27,Y,"White shark, 2.4 m [8'] "
Unprovoked,NICARAGUA,other,M,27,Y,Bull sharks to 1.5 m [5']  in length
Unprovoked,SOUTH AFRICA,Treading water,M,27,N,2.1 m [7'] shark
Boating,AUSTRALIA,Fishing,M,27,N,14' shark
Unprovoked,PANAMA,Dived overboard to check propeller of US Navy motor torpedo boat,M,20,Y,"White shark, 2 m [6'9""]  (Tooth fragment recovered from victim's shoulder & identified by J.T. Nicholls)"
Boating,AUSTRALIA,Fishing for cod,M,18,N,"White shark, 3.9 m, 550 kg, male"
Sea Disaster,INDIAN OCEAN,ship torpedoed 400 miles off the African coas. Man was clinging to hatch cover,M,27,N,Blue shark
Unprovoked,USA,Spearfishing,M,27,N,"""small sharks"""
Unprovoked,USA,Spearfishing,M,27,N,"""small sharks"""
Unprovoked,AUSTRALIA,Dog paddling or standing,F,15,Y,Bull shark
Sea Disaster,SOUTH AFRICA,U-177 torpedoed & sank the troopship Nova Scotia,M,27,Y,"1.8 m to 2.4 m [6' to 8'] sharks, most were oceanic whitetip sharks"
Unprovoked,SOUTH AFRICA,Swimming ,M,18,Y,"White shark, 4.5 m  to 6 m [14'9"" to 20'] according to witnesses"
Unprovoked,AUSTRALIA,Treading water,M,24,N,"Tiger shark, 2.4 m to 3 m [8' to 10'] "
Sea Disaster,SOUTHWEST PACIFIC OCEAN,Adrift on life raft,M,27,Y,Tiger shark & others
Provoked,ITALY,Sculling,M,20,N,Porbeagle shark
Unprovoked,AUSTRALIA,Swimming,F,28,Y,"Bull shark, 4 m [13'] "
Provoked,AUSTRALIA,Surf-skiing,M,27,N,3 m [10'] shark
Boating,SOUTH AFRICA,other,M,27,N,Said to involve a 6.5 m [21.5'] shark
Unprovoked,BAHAMAS,Swimming along side N.E.L. vessel Saluda,M,48,N,1.2 m to 1.5 m [4' to 5'] shark
Sea Disaster,SOUTHWEST PACIFIC OCEAN,Ditched plane in the sea & were adrift on a rubber life raft. ,M,27,N,"Said to be leopard sharks, more probably tiger sharks"
Sea Disaster,SOUTH ATLANTIC OCEAN,Torpedoed & burning British  light cruiser with a crew of 450 men,M,27,Y,"Reportedly: oceanic whitetip sharks, blue sharks, tiger sharks & bull sharks"
